# OSM export 2014-01-12T18:22:01Z
# Map data © OpenStreetMap contributors - http://www.openstreetmap.org/, licensed under ODbL - http://opendatacommons.org/licenses/odbl/

foot	(low tide route)
 59.7114407    5.7308044
 59.7138134    5.7281715
 59.7151629    5.7273946
 59.7191242    5.7244596
 59.7201253    5.7235532
 59.7216384    5.7221978
 59.7245582    5.7186381
 59.7271564    5.7144939
 59.7284420    5.7125813
 59.7288906    5.7118841
 59.7296312    5.7112600
 59.7299720    5.7109869
 59.7303783    5.7107139
 59.7309551    5.7103499
 59.7315908    5.7100248
 59.7319840    5.7097908
 59.7323313    5.7094527
 59.7327114    5.7089717
 59.7330456    5.7084256
 59.7333077    5.7078145
 59.7335181    5.7071242
 59.7337617    5.7057165
 59.7358700    5.6977432
 59.7361295    5.6969600
 59.7375732    5.6905978
 59.7385573    5.6878727
 59.7395034    5.6851583
 59.7410551    5.6827550
 59.7428770    5.6801479
 59.7437095    5.6784421
 59.7446285    5.6760173
 59.7455961    5.6731420
 59.7464826    5.6690329
 59.7471745    5.6642907
 59.7477367    5.6594627
 59.7495972    5.6477948
 59.7505605    5.6432586
 59.7516807    5.6380554
 59.7539743    5.6243983
 59.7612715    5.5902005
 59.7648866    5.5753206
 59.7709329    5.5483018
 59.7751383    5.5315946
 59.7778030    5.5226247
 59.7800999    5.5160989
 59.7811106    5.5118093
 59.7811981    5.5108937
 59.7811824    5.5087275
 59.7810177    5.5068419
 59.7807431    5.5055017
 59.7804843    5.5039589
 59.7804547    5.5035746
 59.7804735    5.5029783
 59.7806019    5.5023317

car	Ørnes - Meløysund
 66.8392692   13.5801321
 66.8446652   13.5903533
 66.8495062   13.6000000
 66.8500000   13.6009846
 66.8528147   13.6065961
 66.8603083   13.6243403
 66.8656464   13.6352761
 66.8678941   13.6423593
 66.8699578   13.6500000
 66.8714266   13.6565088
 66.8726530   13.6636411
 66.8734690   13.6694890
 66.8738898   13.6747240
 66.8741321   13.6780309
 66.8741950   13.6808365
 66.8739180   13.6847697

car	Ørnes - Støtt
 66.9020552   13.5141857
 66.9000019   13.5179096
 66.8967631   13.5237814
 66.8961467   13.5261764
 66.8958579   13.5289314
 66.8957879   13.5365379
 66.8957228   13.5500000
 66.8953953   13.5721456
 66.8952230   13.6000001
 66.8951599   13.6100075
 66.8946116   13.6236248
 66.8941791   13.6298325
 66.8935650   13.6348431
 66.8924552   13.6398066
 66.8910699   13.6439574
 66.8889355   13.6473982
 66.8870064   13.6500000
 66.8840009   13.6534247
 66.8823057   13.6561615
 66.8793941   13.6662846
 66.8746169   13.6828081
 66.8739180   13.6847697

car	Ørnes - Vassdalsvik
 66.8066855   13.5887033
 66.8070107   13.5884785
 66.8073538   13.5884744
 66.8078667   13.5890218
 66.8092369   13.5914524
 66.8109119   13.5956479
 66.8126289   13.5999999
 66.8126400   13.6000282
 66.8133255   13.6017662
 66.8157853   13.6098635
 66.8187724   13.6188699
 66.8270560   13.6500000
 66.8270636   13.6500283
 66.8285896   13.6557679
 66.8317608   13.6649349
 66.8341867   13.6717307
 66.8351150   13.6742080
 66.8360951   13.6760369
 66.8379068   13.6792400
 66.8396583   13.6813920
 66.8414729   13.6833976
 66.8432767   13.6850311
 66.8453211   13.6865524
 66.8482713   13.6882630
 66.8500001   13.6891283
 66.8500607   13.6891586
 66.8515209   13.6898741
 66.8526019   13.6902879
 66.8537854   13.6908859
 66.8549575   13.6915332
 66.8578709   13.6935189
 66.8608730   13.6962687
 66.8631670   13.6985566
 66.8647239   13.7000000
 66.8647544   13.7000283
 66.8656387   13.7008482
 66.8666689   13.7028925

foot	Überfahrt
 47.3226246   12.8000302
 47.3235597   12.8158412
 47.3263053   12.8120963
 47.3285394   12.8117224
 47.3234400   12.8032986
 47.3226246   12.8000302

foot	Überfahrt (Alternative)
 47.3285394   12.8117224
 47.3298686   12.8096072
 47.3385422   12.8089579
 47.3238327   12.8035132
 47.3226246   12.8000302

foot	Überlingen - Meersburg
 47.6920557    9.2712100
 47.6921742    9.2696422
 47.6921840    9.2682805
 47.6923521    9.2664759
 47.6925759    9.2648284
 47.6928908    9.2633047
 47.6937006    9.2606600
 47.6954074    9.2569829
 47.7065934    9.2378381
 47.7091622    9.2343207
 47.7109410    9.2322078
 47.7125916    9.2308493
 47.7182526    9.2272874
 47.7196907    9.2264739
 47.7205207    9.2261416
 47.7213627    9.2259580
 47.7224038    9.2258518
 47.7227744    9.2260207

foot	Üsküdar - Kabataş
 41.0281466   29.0152868
 41.0284890   29.0149836
 41.0292676   29.0141166
 41.0305393   29.0127112
 41.0312120   29.0117714
 41.0319032   29.0104657
 41.0325846   29.0089014
 41.0333794   29.0070893
 41.0337525   29.0059081
 41.0342243   29.0040413
 41.0346872   29.0016766
 41.0350247   28.9993528
 41.0352772   28.9960118
 41.0353745   28.9941413

foot	Üsküdar - Karaköy
 41.0190173   28.9784242
 41.0203829   28.9767751
 41.0216500   28.9757075

car	Đình Vũ - Cát Bà
 20.8243281  106.8078266
 20.8247706  106.8066832
 20.8252266  106.8067311
 20.8258610  106.8079147
 20.8263926  106.8097661
 20.8268207  106.8131873
 20.8268940  106.8144683
 20.8263757  106.8173099
 20.8258415  106.8187607
 20.8238869  106.8220841
 20.8189371  106.8303790
 20.8179664  106.8322990
 20.8163509  106.8359880
 20.8154155  106.8393708
 20.8148378  106.8438046
 20.8188861  106.8856715
 20.8180798  106.9070972
 20.8176035  106.9100690
 20.8176247  106.9103442
 20.8186142  106.9123193
 20.8187261  106.9126406
 20.8187469  106.9130448
 20.8186793  106.9133361
 20.8183319  106.9139929

foot	Đò
 10.5145963  106.5638353
 10.5160477  106.5594626

foot	Đò
 10.5107871  106.4714433
 10.5107812  106.4738307

foot	Đò
  9.6817587  106.5362230
  9.6817657  106.5397438

foot	đường sông
 20.8788059  106.7061770
 20.8800777  106.7064751
 20.8825543  106.7064550
 20.8839392  106.7073651
 20.8859258  106.7093928
 20.8868320  106.7109118
 20.8873698  106.7129797
 20.8871227  106.7153591
 20.8862164  106.7166036
 20.8845749  106.7174272
 20.8822152  106.7183239
 20.8805737  106.7194952
 20.8798384  106.7211607
 20.8798897  106.7230823
 20.8805737  106.7246380
 20.8823862  106.7259923
 20.8855838  106.7283715
 20.8865926  106.7301101
 20.8865242  106.7324527
 20.8857206  106.7340998
 20.8846091  106.7351979
 20.8822152  106.7360581
 20.8787269  106.7358934
 20.8770682  106.7365888
 20.8753582  106.7379615
 20.8755976  106.7399929
 20.8764697  106.7420061
 20.8778890  106.7438912
 20.8793425  106.7457762
 20.8801804  106.7472769
 20.8804040  106.7496076

foot	İDO Bostancı - Adalar
 40.9499889   29.0952514
 40.9489784   29.0955312
 40.9417140   29.0945629
 40.9280277   29.0960693
 40.8974940   29.1126391
 40.8747059   29.1254954

tourist	İDO Kabataş - Adalar
 40.9754224   29.0067319
 40.9551712   29.0215642
 40.9754224   29.0067319
 40.9795784   29.0062648
 40.9858602   29.0078956
 40.9907417   29.0125148

foot	İDO Kabataş - Adalar - Bostancı
 40.9907417   29.0125148
 40.9968770   29.0066554
 41.0040672   29.0014626
 41.0093493   28.9985336
 41.0128143   28.9975916
 41.0241245   28.9955896
 41.0276275   28.9944653
 41.0325330   28.9934026
 41.0331994   28.9929031

foot	İDO Kadıköy - Bostancı
 40.9916507   29.0181797
 40.9922757   29.0179806
 40.9928318   29.0169713
 40.9930063   29.0151435
 40.9927717   29.0140833
 40.9922564   29.0132374
 40.9916801   29.0127102
 40.9907417   29.0125148
 40.9884780   29.0130921
 40.9783345   29.0166007
 40.9695732   29.0224512
 40.9615982   29.0327399
 40.9535322   29.0553894
 40.9497051   29.0756085
 40.9480744   29.0901907
 40.9485371   29.0927052
 40.9491842   29.0938892
 40.9495456   29.0944664
 40.9499889   29.0952514

hgv	İstanbul - Odessa
 45.6513934   30.5451249
 45.2575607   30.4143615
 44.6575988   30.2168883
 43.9949455   30.0011407
 43.2323161   29.7558031
 42.6264516   29.5630773
 42.0128689   29.3697987
 41.2083088   29.1161949

hgv	İstanbul - Sivastapol
 44.4327001   33.1532739
 41.2083088   29.1161949

hgv	İstanbul - Yalta
 44.1472014   33.7339626
 41.3210653   29.2859462
 41.2083088   29.1161949

hgv	İstanbul - Yalta - Odessa - Sivastapol
 41.2083088   29.1161949
 41.1813394   29.0843126
 41.1537116   29.0592399
 41.1398258   29.0645414
 41.1308827   29.0727561
 41.1251803   29.0770119
 41.1173142   29.0756293
 41.1122421   29.0724484
 41.1040303   29.0630266
 41.0904870   29.0619853
 41.0824692   29.0612857
 41.0779688   29.0572417
 41.0736726   29.0524129
 41.0669637   29.0506553
 41.0638273   29.0499312
 41.0624965   29.0490486
 41.0467413   29.0356222
 41.0437928   29.0333669
 41.0394332   29.0239230
 41.0312190   29.0045350
 41.0294821   28.9997864
 41.0256546   28.9900060
 41.0251512   28.9887786
 41.0246801   28.9876521
 41.0238101   28.9817022
 41.0238568   28.9801416

foot	Śluza Kościuszko
 50.0301335   19.8157830
 50.0310649   19.8180860

car	Świnoujście - Trelleborg
 53.8996992   14.2568944
 53.8986542   14.2557390
 53.8997971   14.2542614
 53.9017913   14.2562140
 53.9024700   14.2568434
 53.9053049   14.2625491
 53.9086291   14.2701474
 53.9113724   14.2764735
 53.9133046   14.2796512
 53.9163099   14.2814916
 53.9212426   14.2823140
 53.9212987   14.2823233
 53.9242585   14.2826107
 53.9256507   14.2822129
 53.9265734   14.2817995
 53.9350285   14.2666410
 53.9383108   14.2642608
 54.1793871   14.2591436
 54.1872101   14.2570202
 54.2898046   14.2018060
 54.7925412   13.7666627
 54.9244515   13.6122562
 55.2079924   13.2989796
 55.2627258   13.2513499
 55.3463237   13.1802242
 55.3604193   13.1533078
 55.3619687   13.1517326
 55.3677445   13.1526142
 55.3696320   13.1534201
 55.3699657   13.1548367
 55.3704533   13.1556724
 55.3709579   13.1558888
 55.3713013   13.1557097
 55.3714901   13.1550297

hgv	Świnoujście - Ystad
 55.4251478   13.8260418
 55.4249657   13.8243804
 55.4221691   13.8238769
 55.4218247   13.8235217
 55.4179590   13.8184603
 55.4103062   13.8076979
 55.4048973   13.8078266
 55.3957345   13.8100582
 55.3865696   13.8107448
 55.3516457   13.8047367
 55.3031107   13.7997585
 55.2485159   13.8004194
 55.2000506   13.8124357
 55.1452481   13.8395582
 55.0957729   13.8816152
 55.0504652   13.9243589
 55.0042837   13.9504096
 54.9648719   13.9658048
 54.9316182   13.9793526
 54.9020594   13.9904372
 54.8509472   14.0064482
 54.8115354   14.0236909
 54.7487228   14.0483233
 54.7031530   14.0643343
 54.6526566   14.0828086
 54.6058551   14.1006671
 54.5633642   14.1160623
 54.5042465   14.1363840
 54.4438972   14.1616322
 54.3964799   14.1794907
 54.3465993   14.1991966
 54.2917923   14.2170550
 54.1872071   14.2576727
 54.1793893   14.2594338
 53.9383468   14.2645503
 53.9351282   14.2668843
 53.9266640   14.2820591
 53.9256867   14.2824969
 53.9242679   14.2829023
 53.9212855   14.2826127
 53.9212259   14.2826028
 53.9162720   14.2817769
 53.9132120   14.2799030
 53.9112432   14.2766651
 53.9084916   14.2703199
 53.9051708   14.2627293
 53.9023599   14.2570720
 53.9017076   14.2564671
 53.8998102   14.2546093
 53.8989225   14.2557570
 53.8996992   14.2568944

car	Šibenik - Zlarin - Žirje #532
 43.6621196   15.6561111
 43.6624384   15.6565841
 43.6625424   15.6566321
 43.6626858   15.6565795
 43.6640841   15.6545918
 43.6659778   15.6530468
 43.6672568   15.6522572
 43.6691194   15.6524288
 43.6702658   15.6546898
 43.6706094   15.6572353

car	Šibenik - Zlarin - Žirje #532
 43.6706094   15.6572353
 43.6699142   15.6658996
 43.6689760   15.6733966
 43.6680033   15.6832379
 43.6667647   15.7000028
 43.6661888   15.7140876
 43.6656595   15.7271746

foot	Ščedro Taxi #TAXI
 43.1229563   16.6964433
 43.1227346   16.6968094
 43.0963635   16.6997274
 43.0907478   16.6992413
 43.0902944   16.6986220
 43.0901418   16.6983456

foot	Άγιος Κωνσταντίνος - Άγιος Γιώργος
 38.7590878   22.8597954
 38.7590866   22.8598346
 38.7591022   22.8599191
 38.7591339   22.8600031
 38.7592121   22.8601471
 38.7593704   22.8603624
 38.7596145   22.8606271
 38.7598919   22.8608474
 38.7602061   22.8610433
 38.7611591   22.8614630
 38.7787361   22.8672559
 38.8376355   22.8853111
 38.8377334   22.8853599

car	Αρκίτσα - Αιδηψός
 38.7517288   23.0246936
 38.7521800   23.0244010
 38.7567515   23.0226053
 38.7695109   23.0197762
 38.7908343   23.0187993
 38.8129125   23.0227069
 38.8391691   23.0305221
 38.8564538   23.0383525
 38.8574938   23.0392765
 38.8577336   23.0398133
 38.8579958   23.0409539

hgv	Βαθύ - Σάμη (Vathý - Sámi)
 38.3662997   20.7146778
 38.3663811   20.7146202
 38.3666061   20.7145504
 38.3686082   20.7145558
 38.3694830   20.7139550
 38.3762961   20.7030760
 38.3794922   20.6998573
 38.3849420   20.6998573
 38.3946968   20.7144485
 38.3909296   20.7369362
 38.3660341   20.7609688
 38.3198540   20.7702385
 38.3164869   20.7690368
 38.2958772   20.7276665
 38.2838858   20.6706749
 38.2799781   20.6620918
 38.2557530   20.6446498
 38.2519304   20.6442399

hgv	Γαλατάς-Πόρος
 37.5029968   23.4539343
 37.5029578   23.4532866
 37.5027906   23.4524342
 37.5024969   23.4517133
 37.5020654   23.4510486
 37.5015939   23.4506012
 37.5013856   23.4504844
 37.5009474   23.4502386
 37.4987126   23.4494012
 37.4980900   23.4490815
 37.4976125   23.4487162
 37.4972995   23.4483627

foot	Γλύφα-Αγιόκαμπος
 38.9523384   22.9691928
 38.9508048   22.9699053
 38.9497902   22.9706979
 38.9459877   22.9736501
 38.9421472   22.9803836
 38.9396158   22.9883515
 38.9372590   22.9965440
 38.9364733   23.0056342
 38.9351639   23.0169689
 38.9344453   23.0233631
 38.9342788   23.0272507
 38.9344495   23.0309689
 38.9349455   23.0345247

hgv	Ηγουμενίτσα-Πάτρα
 38.2273035   21.7202632
 38.2273910   21.7188925
 38.2349233   21.7186759
 38.2403995   21.7181877
 38.2466761   21.7176281
 38.2557343   21.7168204
 38.2572484   21.7093080
 38.2590356   21.7004404
 38.2589942   21.6908770
 38.2589501   21.6806783
 38.2588829   21.6651345
 38.2588314   21.6532232
 38.2587843   21.6423264
 38.2587179   21.6269800
 38.2586358   21.6080020
 38.2585612   21.5907416
 38.2584878   21.5737846
 38.2584162   21.5572302
 38.2583224   21.5355269
 38.2582429   21.5171557
 38.2581621   21.4984827
 38.2580788   21.4792053
 38.2580063   21.4624479
 38.2579373   21.4464953
 38.2578679   21.4304456
 38.2577985   21.4143970
 38.2577225   21.3968361
 38.2576474   21.3794720
 38.2575885   21.3658442
 38.2575287   21.3520180
 38.2574501   21.3338464
 38.2573632   21.3137609
 38.2572877   21.2962992
 38.2572104   21.2784326
 38.2571288   21.2595561
 38.2570502   21.2413840
 38.2569777   21.2246294
 38.2569004   21.2067651
 38.2568341   21.1914208
 38.2567607   21.1744638
 38.2566865   21.1573016
 38.2566009   21.1375183
 38.2565492   21.1255558
 38.2617840   21.1104511
 38.2666547   21.0963960
 38.2700432   21.0866176
 38.2736007   21.0763509
 38.2812235   21.0647371
 38.2879650   21.0544649
 38.2950377   21.0436872
 38.3020381   21.0330186
 38.3094672   21.0216955
 38.3178385   21.0089349
 38.3258646   20.9966992
 38.3330894   20.9856838
 38.3401506   20.9749169
 38.3471536   20.9642376
 38.3555078   20.9514964
 38.3637309   20.9389539
 38.3716024   20.9269461
 38.3800509   20.9140569
 38.3882392   20.9015631
 38.3959575   20.8897852
 38.4054362   20.8753192
 38.4151415   20.8605054
 38.4230974   20.8483603
 38.4317287   20.8351829
 38.4404820   20.8218174
 38.4491239   20.8086204
 38.4590312   20.7934892
 38.4695013   20.7774960
 38.4779836   20.7645377
 38.4867121   20.7512014
 38.4952905   20.7380930
 38.5055859   20.7223590
 38.5134682   20.7103112
 38.5200151   20.7003035
 38.5244662   20.6874655
 38.5286942   20.6752702
 38.5301527   20.6569771
 38.5315929   20.6389131
 38.5329193   20.6222763
 38.5341772   20.6064980
 38.5356509   20.5880121
 38.5370107   20.5709553
 38.5383072   20.5546922
 38.5428298   20.5427447
 38.5473959   20.5306815
 38.5564912   20.5202897
 38.5640762   20.5116224
 38.5781144   20.5074568
 38.5887383   20.5043038
 38.5986175   20.5013714
 38.6086678   20.4983878
 38.6213772   20.4946142
 38.6289203   20.4923743
 38.6386096   20.4894966
 38.6501797   20.4860599
 38.6609827   20.4828505
 38.6721753   20.4795249
 38.6829348   20.4763275
 38.6942616   20.4729610
 38.7054663   20.4696302
 38.7156457   20.4666038
 38.7243398   20.4640186
 38.7351609   20.4608005
 38.7434498   20.4583351
 38.7533023   20.4554043
 38.7646872   20.4520172
 38.7749674   20.4489582
 38.7856476   20.4457798
 38.7941785   20.4432407
 38.8014968   20.4410622
 38.8108003   20.4382925
 38.8223945   20.4348403
 38.8362025   20.4307282
 38.8469147   20.4275375
 38.8527690   20.4257935
 38.8602877   20.4235536
 38.8674088   20.4214318
 38.8769859   20.4185780
 38.8850293   20.4161809
 38.8929865   20.4138092
 38.9036263   20.4106376
 38.9156299   20.4070588
 38.9273215   20.4035725
 38.9389301   20.4001103
 38.9490481   20.3970922
 38.9601783   20.3937718
 38.9720686   20.3902239
 38.9829718   20.3869701
 38.9954432   20.3832477
 39.0065488   20.3799324
 39.0188154   20.3762699
 39.0311596   20.3725835
 39.0401473   20.3698992
 39.0505711   20.3667854
 39.0595563   20.3641010
 39.0689521   20.3612936
 39.0798124   20.3580482
 39.0901667   20.3549535
 39.1006627   20.3518160
 39.1111453   20.3486820
 39.1227993   20.3451972
 39.1324268   20.3423180
 39.1424482   20.3393205
 39.1525651   20.3362941
 39.1610175   20.3337653
 39.1698865   20.3311115
 39.1767656   20.3290528
 39.1836802   20.3269834
 39.1891824   20.3231290
 39.1946031   20.3193313
 39.2013405   20.3146108
 39.2090594   20.3092021
 39.2165910   20.3039241
 39.2243409   20.2984924
 39.2315033   20.2934719
 39.2381388   20.2888204
 39.2474820   20.2822700
 39.2547956   20.2771419
 39.2632916   20.2711841
 39.2681427   20.2677819
 39.2746265   20.2632343
 39.2823648   20.2578063
 39.2896420   20.2527012
 39.2946879   20.2491611
 39.3012071   20.2445870
 39.3086633   20.2393549
 39.3166219   20.2337696
 39.3231615   20.2291797
 39.3304345   20.2240746
 39.3390970   20.2179935
 39.3483113   20.2115241
 39.3549186   20.2068846
 39.3619817   20.2019245
 39.3732348   20.1969037
 39.3815425   20.1931966
 39.3893491   20.1897126
 39.3971429   20.1862340
 39.4040960   20.1831303
 39.4095796   20.1827994
 39.4160529   20.1824088
 39.4219701   20.1820517
 39.4276715   20.1817076
 39.4354657   20.1812371
 39.4436406   20.1807436
 39.4508324   20.1803094
 39.4565368   20.1799650
 39.4636769   20.1796879
 39.4700540   20.1794404
 39.4749920   20.1792487
 39.4781612   20.1791257
 39.4813954   20.1790001
 39.4841631   20.1790346
 39.4882847   20.1790859
 39.4919940   20.1801159
 39.4949746   20.1820041
 39.4970164   20.1850971
 39.4977869   20.1886269
 39.4982949   20.1918194
 39.4985056   20.1957584
 39.4985819   20.2002098
 39.4986580   20.2046515
 39.4987412   20.2095075
 39.4988212   20.2141819
 39.4988897   20.2181781
 39.4989729   20.2230341
 39.4950437   20.2400029
 39.4941808   20.2424604
 39.4933179   20.2449180
 39.4924549   20.2473756
 39.4915920   20.2498331
 39.4898661   20.2547482
 39.4890031   20.2572058

hgv	Ηράκλειο-Σαντορίνη
 35.3529756   25.1589154
 35.3573856   25.1620887
 35.3662665   25.1635925
 35.3795185   25.1644223
 35.4641018   25.1742575
 35.5490786   25.1864533
 35.5856658   25.1903874
 35.6985747   25.2120250
 35.9535050   25.2667091
 36.2473830   25.3127382
 36.3575381   25.3296549
 36.3705206   25.3501122

hgv	Κάρπαθος-Ρόδος
 35.5125047   27.2144751
 35.5263422   27.2337716
 35.6869830   27.2550576
 35.7452419   27.2583192
 35.7522078   27.2545426
 35.7580587   27.2430413
 35.7583373   27.2279351
 35.7558799   27.2108331
 35.7626555   27.2353166
 35.7763051   27.2562592
 35.7893954   27.2608941
 35.8033189   27.2608941
 35.8383952   27.2624391
 35.9100589   27.3045701
 35.9784346   27.3744363
 36.1779413   27.5902146

hgv	Κέα–Κύθνος
 37.3906452   24.3958295
 37.3904605   24.3953184
 37.3904055   24.3950481
 37.3904095   24.3946776
 37.3904664   24.3943802
 37.3905992   24.3941114
 37.3908065   24.3938891
 37.3910005   24.3937686
 37.3911692   24.3937104
 37.3917657   24.3936023
 37.3920136   24.3935420
 37.3922292   24.3934280
 37.3924562   24.3932073
 37.3936527   24.3919434
 37.3957496   24.3894758
 37.3980168   24.3861927
 37.3998578   24.3828228
 37.4021880   24.3772417
 37.4048352   24.3692187
 37.4070575   24.3633544
 37.4089767   24.3590629
 37.4110595   24.3550117
 37.4140318   24.3503081
 37.4179448   24.3456046
 37.5043943   24.2602546
 37.5091264   24.2562377
 37.5143960   24.2529847
 37.5195564   24.2509162
 37.5245326   24.2494657
 37.5292233   24.2485334
 37.5732411   24.2425390
 37.5806625   24.2422043
 37.5881071   24.2431525
 37.5945169   24.2447620
 37.6022694   24.2475086
 37.6082532   24.2504268
 37.6517778   24.2747341
 37.6561337   24.2783304
 37.6596603   24.2825962
 37.6622286   24.2870765
 37.6640173   24.2913702
 37.6649006   24.2948464
 37.6654441   24.3000402
 37.6656819   24.3040742
 37.6653422   24.3077220
 37.6649345   24.3100824
 37.6642211   24.3129046
 37.6639494   24.3138273
 37.6636096   24.3144817
 37.6632190   24.3149860
 37.6628198   24.3153186
 37.6624121   24.3154259
 37.6620844   24.3154260
 37.6617005   24.3153005
 37.6613641   24.3151020
 37.6610754   24.3147490
 37.6608847   24.3142093
 37.6608384   24.3135297
 37.6609100   24.3126207

hgv	Κύθνος–Σύρος
 37.4350884   24.9487381
 37.4350925   24.9468729
 37.4351329   24.9460459
 37.4352003   24.9455559
 37.4353499   24.9451318
 37.4354766   24.9448459
 37.4356343   24.9445853
 37.4358139   24.9444062
 37.4361116   24.9441559
 37.4363826   24.9440010
 37.4366445   24.9439444
 37.4369962   24.9439256
 37.4373329   24.9439067
 37.4377553   24.9438757
 37.4381410   24.9438031
 37.4386947   24.9436429
 37.4391437   24.9434544
 37.4395552   24.9431905
 37.4400191   24.9428701
 37.4403061   24.9426127
 37.4406256   24.9422793
 37.4411612   24.9417131
 37.4407107   24.9423907
 37.4403150   24.9429020
 37.4398805   24.9433097
 37.4394669   24.9436460
 37.4387135   24.9440392
 37.4376060   24.9444684
 37.4367286   24.9447902
 37.4363282   24.9450263
 37.4359657   24.9453841
 37.4357101   24.9457596
 37.4354763   24.9462386
 37.4353229   24.9467214
 37.4352314   24.9472257
 37.4352505   24.9478394
 37.4353702   24.9486419
 37.4358652   24.9505125
 37.4362047   24.9512527
 37.4365974   24.9519072
 37.4371439   24.9525343
 37.4377462   24.9530638
 37.4384396   24.9535702
 37.4390708   24.9539779
 37.4398068   24.9543427
 37.4461495   24.9571298
 37.4474664   24.9575828
 37.4486870   24.9578950
 37.4563302   24.9592359
 37.4645675   24.9597722
 37.4709238   24.9598575
 37.4754720   24.9593419
 37.4795333   24.9585956
 37.4832632   24.9577325
 37.4909207   24.9549864
 37.4939035   24.9533127
 37.4966649   24.9511240
 37.4995516   24.9480158
 37.5026294   24.9436813
 37.5050330   24.9391580
 37.5074842   24.9329096
 37.5202112   24.8945419
 37.5219717   24.8870159
 37.5229465   24.8793170
 37.5232801   24.8706223
 37.5139875   24.4792859
 37.5128097   24.4653041
 37.5095894   24.4522492
 37.5050888   24.4412457
 37.4990354   24.4317615
 37.4907001   24.4213759
 37.4373704   24.3592345
 37.4346614   24.3570029
 37.4320033   24.3553721
 37.4288306   24.3541705
 37.4257736   24.3534839
 37.4224813   24.3530547
 37.4195911   24.3531920
 37.4166598   24.3537843
 37.4138784   24.3551833
 37.4116662   24.3571274
 37.4093196   24.3601013
 37.4075211   24.3635261
 37.4012215   24.3802061
 37.3997556   24.3834676
 37.3978293   24.3868365
 37.3960394   24.3893685
 37.3943346   24.3914284
 37.3925361   24.3933551
 37.3923093   24.3935388
 37.3920843   24.3936501
 37.3918746   24.3937158
 37.3911424   24.3938593
 37.3909370   24.3939411
 37.3907460   24.3941007
 37.3906003   24.3943381
 37.3905022   24.3946653
 37.3904903   24.3949912
 37.3905159   24.3953023
 37.3906452   24.3958295

hgv	Λαύριο–Κέα
 37.6609100   24.3126207
 37.6607518   24.3134900
 37.6607403   24.3140924
 37.6608091   24.3145441
 37.6610019   24.3149657
 37.6613017   24.3153005
 37.6616423   24.3155059
 37.6620602   24.3156089
 37.6625540   24.3156052
 37.6628802   24.3154818
 37.6632416   24.3152001
 37.6636407   24.3147629
 37.6639762   24.3142007
 37.6644106   24.3130758
 37.6648599   24.3114520
 37.6655763   24.3082843
 37.6661856   24.3041071
 37.6665012   24.3000628
 37.6664646   24.2956447
 37.6660977   24.2913049
 37.6653201   24.2859178
 37.6349842   24.1163250
 37.6347938   24.1079822
 37.6361329   24.1013303
 37.6387361   24.0964552
 37.6428616   24.0926614
 37.6485363   24.0901466
 37.6714687   24.0875631
 37.6784758   24.0857443
 37.6947775   24.0772471
 37.7065600   24.0669903
 37.7071034   24.0666125
 37.7077483   24.0657243
 37.7090295   24.0633036
 37.7094020   24.0628731
 37.7098808   24.0628059
 37.7120582   24.0630051

foot	Λευκίμμη - Ηγουμενίτσα
 39.4977607   20.2630860
 39.4977829   20.2630229
 39.4990053   20.2595664
 39.4988509   20.2534782
 39.4987040   20.2476875
 39.4985078   20.2399506
 39.4984182   20.2364172
 39.4983081   20.2320794
 39.4982040   20.2279732
 39.4980719   20.2227637
 39.4979537   20.2181068
 39.4978520   20.2140938
 39.4977153   20.2087062
 39.4962358   20.2067170
 39.4945831   20.2044949
 39.4927855   20.2020780
 39.4911858   20.1999273
 39.4894965   20.1976562
 39.4877653   20.1953288
 39.4857516   20.1926217
 39.4840754   20.1903684
 39.4820611   20.1876606
 39.4796147   20.1843721
 39.4774901   20.1815163
 39.4750997   20.1783032
 39.4717809   20.1738424
 39.4652356   20.1650456
 39.4586564   20.1562040
 39.4532237   20.1489039
 39.4473360   20.1409928
 39.4432821   20.1355463
 39.4388094   20.1295374
 39.4339093   20.1229547
 39.4301564   20.1179135
 39.4253364   20.1114393
 39.4201839   20.1045189
 39.4149854   20.1005459
 39.4141123   20.0993633
 39.4138747   20.0970011

hgv	Μέγαρα – Σαλαμίνα #ΕΠ48
 37.9834466   23.4188335
 37.9834526   23.4182107
 37.9834687   23.4180229
 37.9835133   23.4178296
 37.9836171   23.4176472
 37.9837430   23.4174822
 37.9841264   23.4171558
 37.9877965   23.4139950

car	Νέα Στύρα - Αγία Μαρίνα
 38.1798861   24.2071864
 38.1796011   24.2048750
 38.1804746   24.2034524
 38.1813149   24.2006246
 38.1817807   24.1963553
 38.1835263   24.1791401
 38.1836872   24.1656191
 38.1837194   24.1582792
 38.1831077   24.1468508
 38.1823351   24.1274064
 38.1814981   24.1118896
 38.1814337   24.1061271
 38.1813693   24.0931213
 38.1816913   24.0750612
 38.1812406   24.0636006
 38.1810799   24.0590261

hgv	Παλούκια – Πέραμα
 37.9641866   23.5557639
 37.9622457   23.5550487
 37.9616531   23.5547268
 37.9611080   23.5542473
 37.9606351   23.5536379
 37.9602498   23.5527790
 37.9600303   23.5518032
 37.9599457   23.5508773
 37.9595557   23.5413576
 37.9596031   23.5400181
 37.9597131   23.5389544
 37.9602320   23.5358688
 37.9604782   23.5348989
 37.9608111   23.5340556
 37.9612315   23.5334494
